ontology_version,review_id,election_year,section,question,option_text,candidate_count,stage,model,primary_domain,policy_key,plain_english_policy,substantive,confidence,evidence_quote,needs_human_review,review_reason,effects_json,effect_signature,evidence_quote_verified,classification_error,classification_cache
2.0.1,91A39BD191A5FD02,2010,Environment and Energy Issues,,"b) Do you support state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)?",20,initial,gemma2:2b,business,resource_development,"Support for state funding to develop traditional domestic energy sources like coal, natural gas, and oil.",False,high,"Do you support state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)?",True,The policy directly supports the development of energy sources that are typically large-scale and often involve significant capital investment.,"[{""axis"":""business_scale_alignment"",""pole"":""large_business"",""strength"":""primary"",""rationale"":""The policy directly supports the development of energy sources that are typically large-scale and often involve significant capital investment.""},{""axis"":""resource_development"",""pole"":""expand"",""strength"":""primary"",""rationale"":""The policy explicitly seeks to expand the development of traditional domestic energy sources, indicating a focus on increasing resource availability and production.""}]","[[""business_scale_alignment"", ""large_business""], [""resource_development"", ""expand""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_91A39BD191A5FD02_gemma2_2b.json
2.0.1,95759DE3BF6FFDC2,2010,Health Issues,,"a) Do you support a universally-accessible, publicly-administered health insurance option?",20,initial,gemma2:2b,welfare,public_provision,Public provision of healthcare,True,high,"Do you support a universally-accessible, publicly-administered health insurance option?",True,This is a direct question about the provision of healthcare by government. It's not about how it's delivered or who pays for it.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""secondary""}]","[[""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_95759DE3BF6FFDC2_gemma2_2b.json
2.0.1,40F0CB680D808788,2010,Health Issues,,b) Do you support expanding access to health care through commercial health insurance reform?,20,initial,gemma2:2b,welfare,expansion,Expand access to healthcare,False,high,Do you support expanding access to health care through commercial health insurance reform?,False,"The question asks for support of expanding access to healthcare. This implies a government-funded or regulated system, not private provision.","[{""axis"":""public_private_provision"",""pole"":""public_provision"",""strength"":""primary"",""rationale"":""The question asks for support of expanding access to healthcare through commercial health insurance reform. This implies a government-funded or regulated system, not private provision.""}]","[[""public_private_provision"", ""public_provision""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_40F0CB680D808788_gemma2_2b.json
2.0.1,09F1B16E2750CB09,1998,Abortion,Indicate which principles you support (if any) concerning abortion.,"h) Support ""buffer zones"" by requiring demonstrators to stay at least 15 feet away from abortion clinic doorways and driveways.",19,initial,gemma2:2b,abortion,childcare_delivery,Support 'buffer zones' by requiring demonstrators to stay at least 15 feet away from abortion clinic doorways and driveways.,False,high,Support 'buffer zones' by requiring demonstrators to stay at least 15 feet away from abortion clinic doorways and driveways.,False,The policy restricts access to abortion clinics.,"[{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""The policy restricts access to abortion clinics.""}]","[[""welfare_policy"", ""restriction""]]",False,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_09F1B16E2750CB09_gemma2_2b.json
2.0.1,C9499D0747CD29F1,1998,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,a) Require the use of cleaner burning fuels in order to prevent pollution.,19,initial,gemma2:2b,environment,environmental_protection,Require the use of cleaner burning fuels in order to prevent pollution.,False,high,Require the use of cleaner burning fuels in order to prevent pollution.,False,The policy explicitly seeks to strengthen environmental protection by requiring cleaner burning fuels.,"[{""axis"":""environmental_protection"",""pole"":""strengthen"",""strength"":""secondary"",""rationale"":""The policy explicitly seeks to strengthen environmental protection by requiring cleaner burning fuels.""}]","[[""environmental_protection"", ""strengthen""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_C9499D0747CD29F1_gemma2_2b.json
2.0.1,368D7BAA6EFC1AA6,2002,Educational Issues,Indicate which principles you support (if any) regarding education.,l) Support a constitutional amendment giving communities control over local school funding and standards.,19,initial,gemma2:2b,education,public_private_provision,local school funding and standards,True,high,Support a constitutional amendment giving communities control over local school funding and standards.,False,The text explicitly states support for increased community control over local school funding and standards. This suggests a preference for greater autonomy in education policy.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""The text implies a preference for increased control over local school funding and standards.""}]","[[""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_368D7BAA6EFC1AA6_gemma2_2b.json
2.0.1,13FD10F7D2EA7EDF,2006,Environment & Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,e) Support funding for open space preservation.,19,initial,gemma2:2b,environment,conservation_preservation,Support funding for open space preservation.,True,high,Support funding for open space preservation.,False,The policy explicitly supports preserving existing open spaces.,"[{""axis"":""conservation_preservation"",""pole"":""preserve"",""strength"":""secondary"",""rationale"":""The policy explicitly supports preserving existing open spaces.""}]","[[""conservation_preservation"", ""preserve""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_13FD10F7D2EA7EDF_gemma2_2b.json
2.0.1,A8F2E5E479B405FD,2006,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare.,e) Use federal TANF (Temporary Assistance to Needy Families) funds to extend health and child care subsidies to the working poor.,19,initial,gemma2:2b,welfare,childcare_delivery=employer_incentive,Tax credit for employers that provide childcare,True,high,Use federal TANF (Temporary Assistance to Needy Families) funds to extend health and child care subsidies to the working poor.,False,The policy directly supports childcare access for working families. This is a welfare-related policy that expands access to services.,"[{""axis"":""welfare_policy"",""pole"":""expansion"",""strength"":""secondary"",""rationale"":""The policy expands access to childcare services for working poor families.""},{""axis"":""business_scale_alignment"",""pole"":""small_business"",""strength"":""secondary"",""rationale"":""The policy incentivizes employers to provide childcare, potentially benefiting small businesses.""}]","[[""business_scale_alignment"", ""small_business""], [""welfare_policy"", ""expansion""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_A8F2E5E479B405FD_gemma2_2b.json
2.0.1,675D5E71D85475BC,2010,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,e) Instituting mandatory furloughs and layoffs for state employees,19,initial,gemma2:2b,labor,labor_capital_alignment,restriction,False,high,e) Instituting mandatory furloughs and layoffs for state employees,False,The policy directly impacts labor by reducing the workforce through mandatory furloughs and layoffs.,"[{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""secondary"",""rationale"":""The policy directly impacts labor by reducing the workforce through mandatory furloughs and layoffs.""}]","[[""labor_capital_alignment"", ""labor""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_675D5E71D85475BC_gemma2_2b.json
2.0.1,F30F0BD890822606,2010,"Budget, Spending, and Tax Issues",1) State SpendingIndicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State TaxesIndicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget StabilizationIndicate which proposals you support (if any) for balancing Alabama's budget.,c) Issuing the early release of certain non-violent offenders,19,initial,gemma2:2b,welfare,family_support_enforcement,Early Release of Offenders,False,low,Issuing the early release of certain non-violent offenders,False,This policy is a criminal justice reform measure that may impact labor markets and business operations.,"[{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""secondary"",""rationale"":""This policy may impact labor markets by affecting the availability of workers and potentially impacting wages.""},{""axis"":""business_scale_alignment"",""pole"":""small_business"",""strength"":""primary"",""rationale"":""Early release of offenders could affect small businesses in terms of labor costs, competition, and potential safety concerns.""},{""axis"":""welfare_policy"",""pole"":""restriction"",""strength"":""secondary"",""rationale"":""This policy may be seen as a restriction on the criminal justice system's ability to address crime and public safety.""}]","[[""business_scale_alignment"", ""small_business""], [""labor_capital_alignment"", ""labor""], [""welfare_policy"", ""restriction""]]",True,,research\cmo_ideology\votesmart_pct_multiaxis_v2\2.0.1_F30F0BD890822606_gemma2_2b.json
